reviewText_clean,target
game hyperdimension neptunia far 2 worst jrpgs ever created thats say wont even bother justifying reasonsboysome things worth staying away girl im pregnant,0
wrote review ago game saying going bad game definetely eye candy u could even call played multiplayer demo yesterday highly dissapointing game many bugs cant describe few1 laggy2 cant 5 guns time maximum 33 cant bind controlls kkeys u want example cant bind strafe left left arrow key4 reload reloading animation twice even sometimes5 reloading shoot uncontrollablythe game good one reason creativity company would think making top view war strategy game make sequel except first person shooter eyes soldier game good thing game creativity see game bad prepare dissapointed buy game hope helps peace,0
ive successfully downloaded installed two ubisoft games far cry 3 assassins creed iv black flag via uplay recently didnt think much downloading splinter cell blacklist upon installation gets point keeps popping file corruption errors proceeded cancel installation perform download validation fix broken pieces reported files date attempted reinstallation file corruption errors popped browsed support forum hoping see known issue workaround come across reference ubisoft discuss fixes instead open support case still waiting response something consider purchasing update progressupdate 2nd second update ubisoft support,0
tried like game dice kept comparing much better smackdowntitle thqthe controls lame wrestlers seem punching rather wrestlingduring match 4th 5th bunch bleed already wrestler seem smallcompared smackdownlook wrestling fan 20 years andthis game really disappointed reason gave stars roster ofwrestlers hasmy advice save smackdown vs raw thq real authorityon wrestling games,0
game heavy graphics requirements need modern gpu get kind gameplay want nvidia 8600gt struggled immensily make work end could motivate play times sure game garner following modern pcs like network gaming prices get days incling wanting play clearly enough good reviews warrant giving try cheap pricethe singleplayer mode however seem challenging new rts one needs reason learn different units thus chance see strategy could evolve gameplay tutorial writeup available kind information starting hints unlike starcraft2 example overload beta games viewable online strategies based differing units discussed aha material game sparks interest believe biggest reason bother learn game saw nothing motivated soperhapes good lesson future rts development teams learn game team needs demonstrate different strategies game potential players get excited ithail flavius,0
created characterthe way lookedkind neat yet drags forward read response choose response get waste land ever called came upon townmore reading began feel like errand boycould get theit seemed like everybody wanted something zero action pointi know maybe gets better first several hours thats idea game became extremely bored ever go back play farther adjust review point blandgraphics average game playthe good thing paid ten bucks,0
screens 3ds blink charge garbage took chance good deal sure good deal works doesnt work way supposed cant good 3ds blinking like might hurt long haul whether getting power little girl cried gave blink continuously told never use gotta spend money real charger dont blame people selling maker really bad buy,0
easily one frustrating games purchase psp vita im generally really calm gaming situations would make people go mad however trying play 30 rounds arcade mode convinced nearly break hand desk rage pretty good choice id say considering disgustingly obnoxious cpu humans im fine bots seemingly impossible win build brave meter 7000 earlier one foes bravebreaked one across map hit went ex mode another character blocked every single brave attack threw broke blocks brave attacksjecht went attack obnoxious attacks game offer constantly saying stuff like comeoncomeoncomeon one time go gonna cry comeoncomeoncomeon im currently fight onion knight spent minutes attacking midair even giving chance dodge attack back even fall back onto grounddissidia disgusting beast couldve much game design pretty much made anyone plays bound run frustrating experiences human playing game havent frustrated game since spyro season ice gameboy advancei destroyed gameboy advance playing segment constantly losing game doesnt much offer players anyways writing horrendous voice actings bad story abhorrent cannot stand character lightning shes freaking gamedo waste money want polished 3d action game vita psp get god war want good multiplayer game get resistance retribution monster hunter something isnt terribad excuse game square enix really dead theyve done past halfdecade pooping childhood memories asking pay premium feces going fly anymore,0
lots racing games racing engine well developed cars handle well well steer atrociously graphics would expected game 7 8 years ago seems like ea racing games going downhill,0
terrible absolutely terrible remake previous call duty series absolutely completely totally worth,0
downloaded ps3 demo couldnt believe anyone would release something bad great stuff great kids come get cod4 bad co ghostrecon assassin power like encourage progress regression ill save bucks guys put something game tried find good points couldnt rock n roll baby,0
certainly playable game good graphics storyline beef requires much jumping distancegauging simply doesnt work pc unless one playstationtype controllers otherwise mousing camera righthand arrowing left leaves fingers anything else,0
absolutely ridiculous poorly pc controls setup ruins whatever fun game might wasnt muchthis game nothing like original far cryat least really cheap sure found,0
voice acting primary selling point game story well written voice acting somewhat fair character animation adds movie quality game must hours even days voice recordings game almost everything spoken though storyhigh points aside many shortfalls game least less 30 minutes game already trying sell addon mission interesting business model displease say least idea paid 60 dollars game find 30 minutes pay more714 dollars per mission continue play certain missionsthe graphics engine looks like something written back 2001 tons jagged edges everything squareish looking barrels tree branches grow right angles little impress graphics department game different break points load screens also poorly engineered time go building point expect one minute load screen well written ps3 graphics engine could easily dynamically load data demand virtual eliminate 90 percent load screens game instead find running load screen every 515 minutes game play engine thing relicthe save system lacks little desired well would better autosave several versions going back easy walk one way path story line way backthe game allows main character several different points make choice homosexual relationship heterosexual relationship also lot animation blood violence blood magic game rating suggest would recommend game anyone impressionable matter would recommend game anyone want continually shell cash addons poor graphics,0
typically know im comes electronics messing would hard anyone since matter connecting charging cable ps3 device blue light device would light charging indicators controller never came oni returned product ordered energizer branded charger twice price hope works since next logical step stop cheapskate buy sonys official ps3 charger 40the instructions horrible par poor quality expect suspiciously inexpensive electronics even said four indicator lights ps3 controller show response means charge station defective pretty telling manufacturer tells device could potentially defective actually instructions pretty succinct let give full text line 4 function cracks clue reset button theyre referring line 3 using stepsfunction1 dual charging station sony ps3 controller used charge controllers ps3 game console2 two controller grips charged time3 charge station used ps ps3 console usb charger 5v output using usb cable4 charge station beautiful exquisite appearance convenient furnish useusing steps1 turn power ps ps3 console usb charger2 get charge station connected usb port3 plug ps3 controllers charge station press reset power on4 wait 35 seconds four indicator lights ps3 controllers glisten simultaneously means ps3 controller charged four indicator lights ps3 controller show response means charge station defectiveattentionthe maximum charging current 300ma two ps3 controllers charged time maximum charging current 420ma,0
like others bought movie 11th returned 12th game froze worse controls confusing gives headache one game may push back advancement xbox 360 least year least people gave full refund used buy last years far superior original x box game last years 2k mvp keep skip piece junk dont think buy 2k game ever,0
look like computer filled computer parts someone willing pay 1000 game console dont buy new computer good graphics card also another thing noticed playing one games notice anything different original xbox wasnt playing really expensive tv either also noticed xbox 360 mentioned much anymore lot consoles cannot find way priced see flop action buy risk,0
well guess proves bad society become almost everybody rates game 5 starsthis game terrible boring one pretty much play one level another shining flashlight people cant even outrun themyou keep getting ammo shoot cause even flashlight wont keep awayyou characters game nothing talk supposed scared thathow anyone scared old women give warnings sheeshif expecting silent hill huge dissapointmentthis game trying like silent hill failing miserablyi played first 3 levels game couldnt take anymore crap every levelbeing chased guys flashing flashlight runningthe story sucked,0
hate game sims games except gameboy games great bought sims bustin gba sold used game seller one u want real sims pc gamecube ps2 games gba happened u,0
game received fake genuine nintendo product game work herd cheap knockoffs damage console ratings company good must alot idiots paid full price genuine collectible isnt worth shipping paid,0
well got game launch day able play hour 3 days later able play hours week later play want play server crisis cleared servers problem hit population 40k begin seeing bugs people playing beta would never found could play hour time would make restartso conclusion would wait see bugs fixed things patched daily server bugs could awhile would give 3 months par game launch day dont get wrong game lot potential cant legitimize buy bugs wait buy come back later,0
never write review without extensive first hand knowledge use product im making special exemption spore game went one titles anticipated pc title im avoiding altogether digital rights management aka drm specifically type drm electronic arts decided include gamethe drm known securom punish actual customers enforcing totalitarian online verification called antipiracy drm already cracked days game even hit store shelves proof positive enforcing type rigid drm affects legitimate customersin addition verifying copy game every time take online youll also limited 3 installs thats 3 installations entire life game anything youll phone calling ea begging new code thanks thanks,0
side scrolling middle wheel ill get use edit never got used miss button muchthe thumb buttons poorly placed feel cheapthinfragileneeds mm taller fit hand nicelysome type software bug gaming mouse cursor keep freezing causing odd things cursor changes hourglass stretch cursor makes look like expanding window trying click things try looking hardware monitor starts happen ctrl alt del takes 30 seconds pull anything going ive also pc lock freeze right applying changes key bindings anker softwarei logitech set point installed keyboard suspect logitech anker software competing attention ill playing uninstalling reinstalling hoping find solution rebooting computer ofteni bought replace logitech g5 bad scroll wheel doent feel nice similar low price bad wish still made g5 unused g5s going 150200 ebay sadly kinda wish gotten g400g500 insteadedit aging well non stick surface wearingscratching mouse glitchy surface recognition times using black textured aluminum rocketfish mousepad hand still hurts using much happy ill getting logitech save money software issue uninstalling logitech software fix anker software id rather multi media controls back keyboard,0
ive game days havent able play hour time yet permanent internet connection required play game sometimes provider issues sometimes ubisoft telling user name password correct tried contact ubisoft web sites seem cant even get touch themwhich probably cant even play game right understand help prevent piracy come paid game cant even play really ruined guess ill got back oblivion dragon age something lets actually play really hope send kind update resolve problem otherwise buying anymore ubisoft titles future acceptable,0
bought son set completely powers 2 seconds later turn back ac power switch broken dont buy dead xbox get ps4 instead,0
got game paid 5999 tax expecting good story line gorgeous graphic sure graphic good story line predictable notice fps revolves around shooting alien robot marines zombies matter name game always either one even though crysis boasts high tech technology powerful sounds alien looks like fast moving robot glowing red eyes boring sold right away even worth renting game,0
ok um featuring ecw um yea sure many things wrong dont know start ok went online look codes something game seemed lackeverything wanted know go backstage find tables fire barbwire bats regular batsanything besides two chairs offered hardcore matches lying outside ring codes found deal gm mode 247 mode shop storeum cant find either stick wit dor2 day reckoning 2 gcwii fun new experience uhdont mention reversalshow reverse swing arms hope character blocks grapple strike doesnt work get beat opponent stopssubmission systemjust move knob theyll submit gauge lowyayyay sarcasmthq never recovered since going gc n64 still mercy wrestlemania2000 games used love much thq ever get moves taunts backmain pointdont purchase wait til next yr theres backstage tables elimination chamber fire everything thats ordinary 123 count fall matchps love wrestling games tna save us,0
game concept could rocked horribly executedgameplaygraphicsstory sucksfor reason bullet head zombie doesnt kill itcontinually knocking zombies wood bat gets old quick feels like chore hit,0
good gamecube playstation2 versions consoles xbox gamecube dont recommend buying game console bought xbox thinking gamecube playstation2 versions vehicles dont weapons xbox version unless earn tank plus many cars xbox version three versions lousy graphics anyway,0
game extremely boring linear hard care either character end really hack slash jungle didnt even bother complete game returned partial refund,0
bought game launch one retailers buyonegetonehalfoff sale even paying 15 game felt ripped offgraphically game lacking understand launch title design whole thing sterile lackluster even worth looking 3d well done especially airplane inclusions miis disappointment know area personal preference miis need overhaul generic point really wish wouldve updated detailed 3ds inclusion mii game makes already dull scenery even worsethe controls well done type aircraft feel controls responsive well mapped outgameplay fun half hour woohoo island way small helps game lose appeal faster fly around tiny island many times youre ready take cartridge put back case meat game involves challenges different aircraft time trials perfect landings obstacle courses bulk challenges consist fun first size island repetition involved really fails keep attentionall free tech demo five dollar eshop purchase best dont waste time money quickly sold copy could still get premium think least made fifteen bucks back library 3ds starting amass many promising titles even give game second glance,0
lets start pros none graphics horrendously terrible frames per second also bad gamers respawn anywhere difficult get kind kill streak online far worser mw2 loading takes forever lagging terrible experience campers extensively game sit one spot wait like bs thing considered game see protoype something isnt quite finished needs released much later date would say game also ps2 graphics especially sky using chopper gunnerdo buy rent,0
excited game played demo graphics good overall game play boring love diablo 2 find game lacking intensity overall dont waste money try looking call duty 4 demo timeshift demo games better fps,0
honestly thinking game would great knowing price 35 first released ea really bad though sorry say ea made mistake youd think computer game classic would fun carry around anywhere go instead carrying huge laptop around game play horrible hard move around control sim building hard takes lot patience get everything control guess game supposed better came ds game mean cmonwouldnt think would better really wanna try play sims 2 pets regular ds sense play ds games 3ds system sims 2 pets computer gamecube easier gamecube easier 3ds thats bad explains bad version wouldnt waste money hey price heck lot cheaper worth shot really love sims dont say didnt get warned,0
theres way honestly recommend product protector fit poorly point wouldnt stay 3ds case ok two spots designed hold games allow games fall case take 3ds poorly designed implemented would recommend,0
ummmim thinking people made ones left positive reviews pluses think amazon shipped fast advertised fit snugly everything else though full bs able learn make height adjustment work anyone else around thats tried fact simply pure gimmick add absolutely zero combat skills game play nothing fps fitting ps3 xbox 360 controllers nothing strictly adverse reaction game functionality lowered response time waste time,0
ive always loved civilization style games civilization 123 probably greatest strategy games ever released par alpha centaurihowever game universe others mentioned poor ai awful music annoying videos good may look great plays like crap cannot stand quite embarrassed marketed sid meier game allplaying game hard hard game cheats hard levels another reviewer stated yet lose battle hardest difficulties cranking hardness game thing use crude random number rolls allies declare war mean master orion games like better difficulty able come 35 inch floppyand lets forget annoying issue buy everything inside game makes challenging focus getting money buy wins,0
complicated storyline often limited sense directionalthough objectivesdirections usually handed npc town castle cave may still find keep pen paper handy wont forget goitem confusion magical properties certain items arentalways clear charm top amulet magic sealrepetitive nature battles enemies seem extemely repetitive times enemies always respawn walk screen come back room youll fighting case think something missed castle enemies back greet youuntimely deaths theres enough powerful enemies screen theres also risk party get killed cast single spell even though chrono trigger utilizes beautiful secret mana graphics engine mana easier plot follow also didnt turnbased battle dynamic like chrono trigger chrono cant even evade enemies theyre directly path youll rolling every single enemy game unless run away battlespoor shopping dynamic nearly shops game sell stuff shop medina cool stuff goods hideously expensive time enough coins items inventory likely already betterenemies game never drop anything gold experience points replenishment hpmp gear coming treasure chest dungeonpoor characterization playable characters onedimensional feeble personalities mean theres little feeling emotion even romantic involvement characters save something shallow marle crono compare final fantasy 3 despite also turnbased battles ff3 better soundtrack storyline items graphics ff3 also year older made folks squareonly graphics chrono trigger relevant secret evermore however boy dog still depth character single character within chrono triggerbottom line chrono triggers replay value doesnt come multiple endings game offer handful choices make encounter endings replay value associated forgetting bad game trying overlook many drawbacks terrible cover art box shouldve first warning,0
paying 170180 set headset last longer 3 months unfortunately dont read reviews headset yes sound great yes look good yes memory foam nice ears yes pretty light weight plus great battery life making awesome long gaming sessions unfortunately great things headsets shortlived choice materials fastening components used production headset may find negative reviews earcups breaking away headband prematurely true obviously design fault inadequate product testing quality control product rolled factory 3 small screws securing earcups headband would rip plastic threads plastic material used thin weak brittle joints headband earcups usually subject stresses even normal use factor completely disregarded design process effort shown reinforce fixtureeven adding another plastic plate thicken area would help another possible hit engineering design department could screws overtightened assembly product either way product poorly engineered promotional video simply makes people explaining product came look like didnt really know doingall headsets look good sound good lifespan way short need handling like would handle eggs break easilystage 2 horrible experience skullcandy warranty department make sure read fine prints cover functionality partsie sound power etc 1 year breaks physically would users fault mishandlingeventhough technically earcups break away headset diminished function headset well dont cover encourage send product back cost wont promise replacement send faulty product back plus need wait 46 weeks tell going website posted instructions make warranty claim contact email address phone number try emailing take 34 days send reply exact instructions see webpage try calling ask details specified webpage telling receive instructions email guess get email exact instructions see webpage asking exact information already relayed phone talking good talking machine wall still guarantee fix replace way giving refundi bought mine 4152014 left earcup broke headband 7102014 normal use dont mind buying new headset every 23 months great otherwisestay far far away,0
game pretty much best definition sucksthe entrance videos watch cool history section whatever call game pretty much badprosgood graphicsyou watch full music videos history biagraphy thingand thats pretty much itconsvery slow pacedgets boring 4 minutesno season modeno street fightno hell cellfor crying loud theres even friggin cage match even original raw psx crap thisno divas thinkgraphics get fuzzyand moredont get game trust go smackdown shut mouth comes painthis game sucks,0
almost year since game released still copies disc 3 problems expected better microsoft son looking forward game called number replacement disc hopefully arrive soon,0
hard use lag buy real racing setup wheel stand pedals get effect wheels tilting wii remote turning also many games use things cheap plastic 1 button added lame unnecessary,0
fortunate gotten working ps4 far fanboy buy every gaming console hopes proves worthy price see amazon verified purchase graphics arent anything stands previous gens thats understanding since launched mediocre games ps4s home screen nothing special looks like prototype twitch nice youre cant watch without getting little boredheres might get chewed xbox one brought much unique features table cant put controller oh forgot mention ps4s ds 4 quite improvement ds3 thats possibly good thing far ps4 used netflix hulu playing killzone3 assassins creed 4 knack hulu watching xbox hopefully infamous make pick controller,0
others mentioned virtually story makes sense exactly would imagine various ff heroinsvillains thrown together make game game difficulty varies wildly one minute fighting enemy around level next pits enemies far level leaving chance winning also convoluted system points many ridiculous abbreviated point systems make difficult know youre earning earn spend ap dp pp etc etcthe controls feel clunky slow despite frantic combat time youre stuck opponents chained attack completely unaware much damage youre going take fighting comprises lot luckbased gameplay ton grinding game completely bloated strives rpg fighter fails horribly counts story speak none polish skillbased fighting gameif game connection final fantasy would panned entirely,0
without doubt worst baseball simulator like ea gave product last year baseball games unrealistic example im three months season starters least 2 perfect games team batting average 217 impossible hit game computer player ive even adjusted contact levels avail game terrible,0
think biggest mistake reviewers make review game early acii brotherhood probably amazing example reviewed day yesterday would raving amazing game year showering praisesadly theres specific reasons get tobefore though guarantee review get lots 0 100 people find useful type votes folks simply disagree thoughts yet experience last two sequences well im prepared take feel game could five star game across board isnt think information key let get iti reviewed ac1 ac2 sometime back loved ac1 new franchise brought lot table ac2 taking budding seeds first building majestic tree brotherhood things start well ezio continuing ac2 left rome yet game manages cram whole bunch new stuff find boy lot terrain explore things collect area many times bigger biggest ac2 plus since purchase upgrade buildings youre literally changing face environment especially true begin repair aqueducts turn allow get areas physically unreachable even though theyre current memory sequence theres though horse disposal call anytime impressively crew trainable assassins ready aid quests upgrade system cohorts works beautifully theyre missions theyre unavailable return theyre stronger powerful thanks distribution points spend select go missions specifically reward items traded treasure maps theres even shops upgraded fast travel points opened even buy landmarks increase income allowing even heftier purchases smooth simple yet addictive loved stuff could ac2 youll heaven ac2bhso gutted reached sequence 8im going spoil plot spoil game reach sequence 8 logic thrown window everything done point pointless part weapon silly scifi piece nonsense totally keeping happened point actually takes away health use makes kind tricky missions cant lose health way oh health magically recharges even though hasnt brotherhood gets worse much worse assassins may spent hours getting level 10 cannot help apparent reason cannot use weapons health vials poison skills indeed able free roamim kiddingand killer sequence 8s missions dictatorially flow one next theres option take next mission hit accept goes playing sequences desperately wanted thrown back rome could complete earlier quests dont get option complete game linear frustrating pile junk gone wonders rome amazing free expansive experience replaced silly cutscenes limited time missions unpleasant play feels rushed like devs run time thats exactly happened continue end go back missions collect items missed whats point know ultimately boils last two godawful sequencesto add salt wound since longer leave animus game complete miss vital collection quest current time returnable unless optional quest entering final phase game actually would start new game get 100 completion reap achievementso ac2bh need think much like tastiest pie youve eaten unfortunately 80 suddenly realise full bugs rushed bake dirty oven happens dont remember good pie think urgh pie awful wouldnt eat againi dont give 1 stars lightly especially deservedly lauded franchise like ac clearly massive amounts time spent making world ac2bh amazing romp around enjoybut cannot forgive ending sequences doubt able either,0
cant even win certain matches keep getting beat theres training mode w12 unlike smack vs raw 2011 train find moves anyway sold girl shes gonna find tough win piece garbage book,0
ardent simmer preordered game excited quickly changed started playing certainly worth price problems1 game extremely glitchy2 graphics look like back day playstation graphics3 age progession able turned didnt get accomplish needed wanted to4 sim watching tv couldnt get sofa died hunger5 firemen put house fires stove caught fire sim died fire alarmsneeded6 people walk people cars jam other7 logjam people entrance restaurant ended dying8 find mourning dont know figure various tombstone markersaround town sims died put inventory place cemetery9 choose outfithair cannot change them10 cannot build homes11 books idea read certain ones ie cooking ive purchased areplaced bookshelf cannot choose particular book end reading whatever theretherefore certain recipes couldnt make cause couldnt choose particular book12 purchased trees home placed around house trees end showing theinside housei sorry purchased game castaways wii 10x better ea ashamed putting substandard product never purchase sim wii game,0
silent scope cannot played using control pad scope moves slowly rather frustrating look enemies shot sixty million times takes twelve years move gun scope around find targets good ps2 zapper included would make game 4 even 5 stars graphics crisp clear sound good none matters game ten seconds cant look around fast enough,0
warning parents nudity sex gore game dont let kids watch rrated movies play games like grandtheft auto dont buy game,0
played painkiller black edition including battle hell expansion found amazing excellent cant say enough wonderful things one forget really dont waste time game first scene first hour playing painkiller resurrection disgusted slow pace overall klunkiness game actually uninstalled threw disk garbage belongs extremely disappointing mike,0
normally would leave negative review product reason fact would probably trash someone else cameras cable long promise ever extendablei break rule since think needs said people included may need extension camera didnt even give 2nd thought since ps3 camera easily extendable standard usb 20 extension cable available everywhere every length color imaginable come find changed connector end official unofficial statement plan handle considerable amount customers need extension device many returned camera reason sitting unused someone steps solves problem others like little luckier plug camera ps4 plug every time want use equipment inside cabinet also unplug done door close extension cable run behind tv wiring channel leads inside cabinet leave plugged time anyone wants trash consider fair game wont defend myselfplease note waited month half release date post wanted give time address issue excuse fact sony may aware many people extended ps3 camera since didnt even sell extensions tracking sales usb extension cables would silly since used tons reasons certainly heard enough need nowhow little hope planning releasing extension cable ps4 camera near future,0
game isjustterrible bad music weak graphics ridiculous voice acting bad combat story well stupid spend dollar game youd getting ripped take back youd still getting ripped,0
couple months back sony required peripherals compatible meaning rock band drums mics guitars etc must work guitar hero games vice versa apparently nobody told makers guitar hero wt guitar hero wt drums work rock band 2 rock band 2 drums work fine guitar hero wt thoughi ran bought game first day release thought drums looked like best solution either company decision renders full package useless since wife like rock band 2 much better ghwt spending 10 hours gamealso kick drum pedal comes guitar hero wt package complete junk thought people would think long hard make original rock band kick pedal worse guitar hero made pedal works worse seems fragile original rock band pedal broke ease also much poorer design kick pedal nothing holds place dances happily along floor unlike rock band pedal bar holds firmly place hit pedal light heel pedal kicks air slaps bottom foot works poorlyi tried hook original rock band drum pedal guitar hero wt drum set doesnt work fact third party drum pedals work ghwt drums right youre stuck really poorly designed pedal doesnt work well zero options replace new rock band 2 drum pedal big improvement original rock band kick pedal got metal plate built much sturdy compared guitar hero wt drum pedal cheap plasticmy final point game quality simply isnt guitar non functioning start buttons box would say 95 percent drum hits detected guitar hero wt drum set thats huge problem game like ton reports internet people complaining issue othersits shame drums dont work rock band 2 drum pedal garbage rest kit worked properly feels great drum pads nice quiet good amount bounce back fact three drums two cymbals unique really great feature simply put game fun though put together rock band rock band 2 drums kill deal youre guitar player probably good game band game seriously performs competitionluckily able return game full refund guitar broken buttons drums werent working properly rebuying package maybe work kinks ill buy game without drums discount later year though highly recommend people buy guitar hero wt drums play one band games rock band 2 much better game fronts,0
purpose cards allow people pay cash game time since cant pay cash amazon defeats whole purpose youre going buy game time online use plaync price cheaper dont wait delivery pay extra sooner dont want use credit card go find card retail outlets,0
game although somewhat fun 4 people terrible single player mode fight physics rival grandmother hardcore fighting fans must steer clear abomination game inevitably get 4 friends play game become fun surely gets repetitive play week master without real skill involved end said spent 50 bucks mediocre party gamedont buy unless 6 year old kid 3 friends following around,0
thought would great game honest would expect graphics look like snes ultimate mk3 well ive played crap game hate feel free disagree youre good im 15year mk vet know exactly im talking aboutthe graphics sound great music loops mindlessly probably accomodate voice files game forgiven started first match picking scorpion throw fight scorpion got butt handed seconds gaming least twice went options menu put difficulty easy assuming would chancei didntthe games cpu ambushes youre backed corner youre good dead sure able use scorpions spear far away three times contact boxes suck projectiles dont connect even see would someone talked adjusting handicap speeds asskicking rendering sitting duck us mk fans call noobsbottom line youre collector want every single mk game buy youre gamer mk fan want try let save wasting money download rom waste space pc want try badly dont spend one red cent waste plastic love mortal kombat hate mortal kombat advance,0
would buy game 4999 install computer total 3 times reach limit call ea decide get activation dont know like going back playing games enjoyed years ago would game still work pay another copy gamedrm system wasnt created stop pirating created renting games customers remember ea isnt obligated grant extra activations support activations years road want play game road tough luck drm fall pc gaming,0
half baked pile excrement want cure gamer ever wanting spend extended time console give useless title graphics would considered lame years ago herky jerky game movement though delayed respawing would improve game play slow player development cant get better without developing player means going get beat hell long time real chance staying alive longer takes run action wherever spawned last player gunned behind thousand yards away pistol cap pistol threw died last time died without seeing bad guyim fanboy cod game could steal lot things much better,0
